Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,year,month,dayofweek,sales_lag_1
970,7,2015-07-19,0,0,0,0,0,0,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,6,2824.0
971,7,2015-07-19,0,0,0,0,0,0,c,a,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,6,7936.0
974,7,2015-07-19,0,0,0,0,0,0,a,a,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,11951.0
977,7,2015-07-19,0,0,0,0,0,0,a,a,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,4214.0
979,7,2015-07-19,0,0,0,0,0,0,a,c,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,6314.0
983,7,2015-07-19,0,0,0,0,0,0,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,7074.0
985,7,2015-07-19,0,0,0,0,0,0,c,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,6985.0
986,7,2015-07-19,0,0,0,0,0,0,a,a,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,7,6,4717.0
989,7,2015-07-19,0,0,0,0,0,0,a,a,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,5676.0
993,7,2015-07-19,0,0,0,0,0,0,d,c,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,6772.0
994,7,2015-07-19,0,0,0,0,0,0,a,a,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,6,4166.0
996,7,2015-07-19,0,0,0,0,0,0,c,a,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,6432.0
997,7,2015-07-19,0,0,0,0,0,0,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,6,4683.0
998,7,2015-07-19,0,0,0,0,0,0,a,a,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,6,4591.0
999,7,2015-07-19,0,0,0,0,0,0,d,c,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,6,8122.0
1000,7,2015-07-19,0,0,0,0,0,0,a,c,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,6584.0
1003,7,2015-07-19,0,0,0,0,0,0,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,6,5379.0
1006,7,2015-07-19,0,0,0,0,0,0,c,c,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,6,6439.0
1009,7,2015-07-19,0,0,0,0,0,0,a,a,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,4983.0
1010,7,2015-07-19,0,0,0,0,0,0,d,c,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2015,7,6,8501.0
1011,7,2015-07-19,0,0,0,0,0,0,a,c,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,7,6,7181.0
1012,7,2015-07-19,0,0,0,0,0,0,d,c,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,5027.0
1013,7,2015-07-19,0,0,0,0,0,0,a,a,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,7,6,2938.0
1015,7,2015-07-19,0,0,0,0,0,0,d,c,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,7,6,5841.0
1019,7,2015-07-19,0,0,0,0,0,0,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,8189.0
1023,7,2015-07-19,0,0,0,0,0,0,c,a,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,5157.0
1026,7,2015-07-19,0,0,0,0,0,0,c,a,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,6,7914.0
1027,7,2015-07-19,0,0,0,0,0,0,a,c,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,12451.0
1032,7,2015-07-19,0,0,0,0,0,0,d,c,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,6,8695.0
1039,7,2015-07-19,0,0,0,0,0,0,a,c,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,6,7202.0
1040,7,2015-07-19,0,0,0,0,0,0,a,a,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,7562.0
1041,7,2015-07-19,0,0,0,0,0,0,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,6001.0
1044,7,2015-07-19,0,0,0,0,0,0,c,a,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,5186.0
1048,7,2015-07-19,0,0,0,0,0,0,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,6,7092.0
1049,7,2015-07-19,0,0,0,0,0,0,a,a,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,3515.0
1050,7,2015-07-19,0,0,0,0,0,0,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,7,6,6560.0
1051,7,2015-07-19,0,0,0,0,0,0,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,6,8072.0
1062,7,2015-07-19,0,0,0,0,0,0,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov",2015,7,6,5343.0
1071,7,2015-07-19,0,0,0,0,0,0,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,6,6199.0
1072,7,2015-07-19,0,0,0,0,0,0,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2015,7,6,7063.0
1074,7,2015-07-19,0,0,0,0,0,0,c,c,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,4851.0
1077,7,2015-07-19,0,0,0,0,0,0,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2015,7,6,4017.0
1086,7,2015-07-19,0,0,0,0,0,0,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,7,6,4974.0
1088,7,2015-07-19,0,0,0,0,0,0,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,6,4487.0
1092,7,2015-07-19,0,0,0,0,0,0,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,11906.0
1094,7,2015-07-19,0,0,0,0,0,0,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,4475.0
1095,7,2015-07-19,0,0,0,0,0,0,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,4172.0
1099,7,2015-07-19,5538,844,1,0,0,0,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,6,9880.0
1102,7,2015-07-19,0,0,0,0,0,0,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,6,7160.0
1103,7,2015-07-19,0,0,0,0,0,0,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,6,4797.0
1104,7,2015-07-19,0,0,0,0,0,0,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,6,5239.0
1105,7,2015-07-19,0,0,0,0,0,0,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,6,4655.0
1106,7,2015-07-19,0,0,0,0,0,0,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,6,5219.0
1107,7,2015-07-19,0,0,0,0,0,0,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,6,5390.0
1109,7,2015-07-19,0,0,0,0,0,0,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,6,5621.0
1111,7,2015-07-19,0,0,0,0,0,0,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,6,4321.0
2,6,2015-07-18,3417,359,1,0,0,0,a,a,570.0,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
3,6,2015-07-18,4258,417,1,0,0,0,a,a,14130.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
11,6,2015-07-18,5740,810,1,0,0,0,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
14,6,2015-07-18,3254,362,1,0,0,0,a,a,1300.0,3.0,2014.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
15,6,2015-07-18,5770,609,1,0,0,0,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
17,6,2015-07-18,2608,334,1,0,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
18,6,2015-07-18,4677,504,1,0,0,0,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
20,6,2015-07-18,5287,535,1,0,0,0,d,a,2340.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
21,6,2015-07-18,7524,544,1,0,0,0,c,c,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
24,6,2015-07-18,7653,653,1,0,0,0,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
27,6,2015-07-18,7075,782,1,0,0,0,a,a,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
28,6,2015-07-18,2132,246,1,0,0,0,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
30,6,2015-07-18,3335,556,1,0,0,0,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
35,6,2015-07-18,9339,654,1,0,0,0,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
36,6,2015-07-18,10169,1060,1,0,0,0,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
39,6,2015-07-18,2419,365,1,0,0,0,a,a,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
46,6,2015-07-18,3984,557,1,0,0,0,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
47,6,2015-07-18,5395,718,1,0,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
51,6,2015-07-18,7620,573,1,0,0,0,a,c,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
52,6,2015-07-18,6375,472,1,0,0,0,d,c,450.0,4.0,2014.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
54,6,2015-07-18,8074,751,1,0,0,0,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
56,6,2015-07-18,8627,588,1,0,0,0,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
58,6,2015-07-18,7547,608,1,0,0,0,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
59,6,2015-07-18,2282,246,1,0,0,0,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
61,6,2015-07-18,5102,651,1,0,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
63,6,2015-07-18,7818,710,1,0,0,0,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2015,7,5,0.0
65,6,2015-07-18,3078,272,1,0,0,0,a,c,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
71,6,2015-07-18,6054,563,1,0,0,0,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
72,6,2015-07-18,2560,294,1,0,0,0,a,a,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
77,6,2015-07-18,7547,658,1,0,0,0,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
78,6,2015-07-18,2438,325,1,0,0,0,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
81,6,2015-07-18,8424,677,1,0,0,0,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
82,6,2015-07-18,5313,499,1,0,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
86,6,2015-07-18,3329,444,1,0,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
89,6,2015-07-18,4639,461,1,0,0,0,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
96,6,2015-07-18,1913,196,1,0,0,0,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
98,6,2015-07-18,5555,475,1,0,0,0,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
99,6,2015-07-18,5382,519,1,0,0,0,c,c,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
102,6,2015-07-18,4929,780,1,0,0,0,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
115,6,2015-07-18,10145,706,1,0,0,0,d,c,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
120,6,2015-07-18,6392,533,1,0,0,0,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
121,6,2015-07-18,2220,216,1,0,0,0,a,a,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
126,6,2015-07-18,3488,362,1,0,0,0,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,7,5,0.0
127,6,2015-07-18,5361,709,1,0,0,0,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
133,6,2015-07-18,3360,363,1,0,0,0,a,a,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
136,6,2015-07-18,5539,454,1,0,0,0,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2015,7,5,0.0
137,6,2015-07-18,4668,675,1,0,0,0,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
139,6,2015-07-18,4725,367,1,0,0,0,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
140,6,2015-07-18,6863,858,1,0,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
146,6,2015-07-18,7736,700,1,0,0,0,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
149,6,2015-07-18,4124,390,1,0,0,0,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
153,6,2015-07-18,3714,346,1,0,0,0,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,7,5,0.0
156,6,2015-07-18,2630,328,1,0,0,0,a,a,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
162,6,2015-07-18,6887,523,1,0,0,0,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
164,6,2015-07-18,4565,461,1,0,0,0,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
165,6,2015-07-18,3150,321,1,0,0,0,a,a,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
166,6,2015-07-18,5022,736,1,0,0,0,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
169,6,2015-07-18,4995,491,1,0,0,0,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,7,5,0.0
170,6,2015-07-18,3070,367,1,0,0,0,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
177,6,2015-07-18,1439,186,1,0,0,0,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
181,6,2015-07-18,3693,405,1,0,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
186,6,2015-07-18,3768,367,1,0,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
190,6,2015-07-18,6631,614,1,0,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
191,6,2015-07-18,7371,664,1,0,0,0,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
192,6,2015-07-18,15071,1027,1,0,0,0,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
196,6,2015-07-18,3554,453,1,0,0,0,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
198,6,2015-07-18,943,112,1,0,0,0,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
199,6,2015-07-18,8382,698,1,0,0,0,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
204,6,2015-07-18,4631,394,1,0,0,0,a,a,5630.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
209,6,2015-07-18,5899,560,1,0,0,0,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,7,5,3077.0
210,6,2015-07-18,2259,266,1,0,0,0,d,a,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
213,6,2015-07-18,8870,685,1,0,0,0,d,c,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
214,6,2015-07-18,9347,747,1,0,0,0,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
223,6,2015-07-18,5444,561,1,0,0,0,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
229,6,2015-07-18,7643,657,1,0,0,0,d,c,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
231,6,2015-07-18,5351,441,1,0,0,0,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",2015,7,5,0.0
232,6,2015-07-18,3484,330,1,0,0,0,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
235,6,2015-07-18,3654,345,1,0,0,0,a,a,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
242,6,2015-07-18,3254,298,1,0,0,0,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
244,6,2015-07-18,5074,509,1,0,0,0,d,a,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
247,6,2015-07-18,7677,620,1,0,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
248,6,2015-07-18,7067,949,1,0,0,0,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
254,6,2015-07-18,2731,276,1,0,0,0,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
255,6,2015-07-18,6379,592,1,0,0,0,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",2015,7,5,0.0
256,6,2015-07-18,6393,887,1,0,0,0,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
258,6,2015-07-18,5043,451,1,0,0,0,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
261,6,2015-07-18,6840,582,1,0,0,0,d,c,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
263,6,2015-07-18,5110,453,1,0,0,0,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
266,6,2015-07-18,2374,266,1,0,0,0,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
272,6,2015-07-18,3586,374,1,0,0,0,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
275,6,2015-07-18,7049,732,1,0,0,0,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
276,6,2015-07-18,2000,235,1,0,0,0,a,a,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
280,6,2015-07-18,6044,511,1,0,0,0,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
287,6,2015-07-18,10073,917,1,0,0,0,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
295,6,2015-07-18,6049,786,1,0,0,0,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
296,6,2015-07-18,4763,482,1,0,0,0,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,7,5,0.0
300,6,2015-07-18,8101,996,1,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
302,6,2015-07-18,4045,347,1,0,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
303,6,2015-07-18,4935,479,1,0,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,7,5,0.0
305,6,2015-07-18,6448,618,1,0,0,0,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
306,6,2015-07-18,2819,316,1,0,0,0,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
308,6,2015-07-18,7450,755,1,0,0,0,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
314,6,2015-07-18,3499,344,1,0,0,0,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
317,6,2015-07-18,6200,651,1,0,0,0,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
319,6,2015-07-18,5766,591,1,0,0,0,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
321,6,2015-07-18,6144,598,1,0,0,0,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
322,6,2015-07-18,1965,202,1,0,0,0,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
323,6,2015-07-18,7244,606,1,0,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
325,6,2015-07-18,3588,401,1,0,0,0,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,7,5,0.0
326,6,2015-07-18,5975,507,1,0,0,0,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,7,5,0.0
329,6,2015-07-18,4100,374,1,0,0,0,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
334,6,2015-07-18,4970,510,1,0,0,0,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",2015,7,5,0.0
337,6,2015-07-18,5700,463,1,0,0,0,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,7,5,0.0
343,6,2015-07-18,6115,609,1,0,0,0,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
344,6,2015-07-18,8153,1044,1,0,0,0,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,7,5,0.0
